Phage Name,Zipcode,Population Density,County,Year Found,pH,Waterquality,GHI,Dew Point,Albedo,Latitude,Longitude,AQI,PM25,PM10,CO_8H,NO2_1H,SO3_1H,GC%,Temperate?,Genome Length(bp),Accession #
Boersma,76706,494.0,McLennan County,2015.0,7.7596128408299805,,208.94497716894975,12.30309360730593,0.15572602739727026,31.546757,-97.12077,34.0,8.1,36.0,2.9,36.0,23.0,52.9,FALSE,59188,MT310874
Bogie,71701,71.0,Ouachita County,2015.0,7.759490791246631,"Stable, normal stage",192.8623287671233,11.994520547945205,0.13104109589039906,33.470015999999994,-92.873349,59.0,15.9,71.0,5.3,61.0,42.0,66.9,TRUE,48639,MF133446
Boiiii,49423,580.0,Ottawa County,2014.0,7.759585458506867,"Stable, high stage",166.8412100456621,5.32468036529679,0.2966849315068809,42.788333,-86.105278,26.0,6.2,28.0,2.2,27.0,18.0,66.6,TRUE,59907,
Boilgate,78745,4166.0,Travis County,2018.0,7.7636879280954405,Not applicable,207.7442922374429,12.648287671232874,0.14032876712329356,30.207747,-97.79133,30.0,7.2,32.0,2.6,31.0,21.0,65.4,TRUE,57889,
Bombshell,75602,475.0,Gregg County,2016.0,7.763503549090331,,199.6557077625571,11.948515981735161,0.13501369863011378,32.46759,-94.72494,33.0,7.9,35.0,2.9,34.0,23.0,63.9,TRUE,51372,
BonaeVitae,,,Hall County,2015.0,7.7635123809147695,Not applicable,186.82111872146118,3.912442922374429,0.2453150684931853,40.890833,-98.357778,21.0,5.0,22.0,1.8,22.0,14.0,68.2,FALSE,17451,MH045556
Bonanza,71047,113.0,Caddo Parish,2016.0,7.763364059419858,,200.21312785388128,12.939041095890412,0.14942465753426032,32.361372,-93.814381,28.0,6.7,30.0,2.4,29.0,19.0,58.8,TRUE,46932,MF537628
Bones,,,Lake County,2017.0,7.763622655466405,,153.59577625570773,-0.06415525114155253,0.3228219178081564,47.688579,-114.11619,20.0,4.8,21.0,1.7,21.0,14.0,63.8,TRUE,52528,MK112532
BonesMcCoy,24141,324.0,,2018.0,7.763412599875211,,179.78367579908675,6.37134703196347,0.15504109589040746,37.1333,-80.5479,46.0,11.0,49.0,4.0,48.0,32.0,63.4,FALSE,41797,MK967391
Bongo,63143,4910.0,Saint Louis County,2009.0,7.763695502944689,Not applicable,181.73047945205482,7.855136986301369,0.16241095890411614,38.644208,-90.314927,40.0,9.6,43.0,3.5,42.0,28.0,61.6,FALSE,80228,JN699628
Bonino,15260,,Allegheny County,2016.0,7.763639079343783,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.442456,-79.95355,35.0,8.4,37.0,3.0,37.0,24.0,63.4,FALSE,41534,MG920061
Bonray,30597,,Lumpkin County,2017.0,7.760207892682597,Not determined,193.7167808219178,9.897488584474884,0.13586301369860698,34.533056,-83.985,60.0,16.3,73.0,5.4,62.0,43.0,64.7,FALSE,157364,MK112533
Boomer,15260,,Allegheny County,2005.0,7.759833335277246,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.444259,-79.953213,35.0,8.4,37.0,3.0,37.0,24.0,61.1,TRUE,58037,EU816590
BoomerJR,63110,2732.0,,2017.0,7.759937673522764,"Stable, normal stage",181.73047945205482,7.855136986301369,0.16241095890411614,38.640278,-90.294722,38.0,9.1,41.0,3.3,40.0,26.0,49.2,FALSE,131220,MK359351
Boopy,15213,14474.0,Allegheny County,2018.0,7.759846279624119,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.446,-79.9531,35.0,8.4,37.0,3.0,37.0,24.0,53.2,FALSE,114220,MK894436
BoostSeason,32960,1763.0,Indian River County,2017.0,7.75510145528209,,218.33219178082192,19.01541095890411,0.15720547945206834,27.622778000000004,-80.401611,18.0,4.3,19.0,1.5,19.0,12.0,68.2,TRUE,58078,MH834601
Bordeaux,75022,1174.0,Denton County,2018.0,7.7591362275601625,"Stable, normal stage",207.41712328767125,10.727625570776256,0.16027397260275228,33.041985,-97.172043,42.0,10.0,45.0,3.6,44.0,29.0,49.5,FALSE,131317,MN369757
Bosnia,15213,14474.0,Allegheny County,2018.0,7.7590468498320835,"Stable, normal stage",166.06221461187215,6.1813470319634725,0.20728767123284966,40.442102,-79.965586,35.0,8.4,37.0,3.0,37.0,24.0,66.2,TRUE,54546,
BossLady,10000,,New York County,2016.0,7.760085912351007,,167.6159817351598,7.0296803652968025,0.14857534246576318,40.712784,-74.005941,35.0,8.4,37.0,3.0,37.0,24.0,61.0,FALSE,51178,MN183283
Bovely,76137,4057.0,Tarrant County,2017.0,7.762956797292402,"Stable, normal stage",209.54931506849314,10.446312785388137,0.19109589041097333,32.857739,-97.284448,38.0,9.1,41.0,3.3,40.0,26.0,66.2,TRUE,49576,MK433270
Bowden,76203,,Denton County,2016.0,7.76375170533149,"Stable, normal stage",208.52066210045663,10.775228310502284,0.16802739726028745,33.210659,-97.147261,42.0,10.0,45.0,3.6,44.0,29.0,67.7,TRUE,52603,MK392363
Bowser,15213,14474.0,Allegheny County,2015.0,7.763596042333004,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.44826,-79.94966,35.0,8.4,37.0,3.0,37.0,24.0,67.1,TRUE,46570,KU998235
Bowtie,18015,1546.0,Northampton County,2017.0,7.763598515933883,"Stable, normal stage",170.40079908675796,6.190639269406392,0.17032876712327946,40.604604,-75.374866,42.0,10.0,45.0,3.6,44.0,29.0,63.8,TRUE,51202,MK524511
BoyNamedSue,15260,,Allegheny County,2018.0,7.763399004746122,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.444364,-79.952489,35.0,8.4,37.0,3.0,37.0,24.0,66.8,TRUE,52698,
Boyle,15601,690.0,Westmoreland County,2016.0,7.763489333508258,"Stable, normal stage",166.3529680365297,6.08299086757991,0.26558904109594,40.309898,-79.55739100000002,36.0,8.6,38.0,3.1,38.0,25.0,69.0,FALSE,67491,MH051249
Brad,43210,6102.0,Franklin County,2017.0,7.76152628947583,Falling stage,171.3874429223744,6.369520547945205,0.2559452054794956,39.99999,-83.02371,13.0,3.1,14.0,1.1,13.0,9.0,45.7,FALSE,45418,MH450114
Bradissa,15063,410.0,Washington County,2017.0,7.76165042709536,"Stable, normal stage",165.97808219178089,6.062442922374427,0.2342739726027619,40.179428,-79.982923,38.0,9.1,41.0,3.3,40.0,26.0,67.2,TRUE,51954,MK433274
Bradley2,99258,,Spokane County,2017.0,7.761520165524275,Not applicable,160.9194063926941,1.7452054794520548,0.29493150684927943,47.666198,-117.404479,13.0,3.1,14.0,1.1,13.0,9.0,68.5,FALSE,17367,MN284892
Bradshaw,15217,7151.0,Allegheny County,2014.0,7.761271779271422,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.44237,-79.93464,35.0,8.4,37.0,3.0,37.0,24.0,58.6,TRUE,46606,MH271293
Braelyn,,,Johnson County,2018.0,7.761457524881568,Not applicable,177.12842465753425,7.065639269406392,0.2210410958904344,39.612021,-86.21472299999998,21.0,5.0,22.0,1.8,22.0,14.0,50.1,FALSE,131234,MN096371
Brahms,15260,,Allegheny County,2017.0,7.816276145592167,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.444253,-79.953239,35.0,8.4,37.0,3.0,37.0,24.0,67.1,FALSE,39828,MH834602
Bran,35234,1772.0,Jefferson County,2018.0,7.799989594174307,,196.86780821917807,11.498744292237447,0.13854794520548586,33.543682000000004,-86.77963299999998,58.0,15.4,69.0,5.2,60.0,41.0,67.6,None,44484,MK977714
Brandonk123,54022,159.0,Pierce County,2016.0,7.761996670533932,,162.46746575342462,2.057990867579909,0.3163013698630409,44.8502,-92.624713,21.0,5.0,22.0,1.8,22.0,14.0,67.3,FALSE,58842,MG812487
Brataylor,77551,4655.0,Galveston County,2014.0,7.762482931014023,Not determined,211.37602739726032,17.35730593607306,0.12156164383561707,29.279137,-94.806243,20.0,4.8,21.0,1.7,21.0,14.0,65.7,TRUE,51067,KX507345
BreSam8,07013,6213.0,Passaic County,2017.0,7.76793050821365,,171.08047945205482,6.804680365296804,0.1824931506849266,40.86,-74.19,42.0,10.0,45.0,3.6,44.0,29.0,64.0,TRUE,50843,MH576949
Bread,68333,72.0,Saline County,2017.0,7.76515713848153,,183.8195205479452,5.0382420091324205,0.2494246575342807,40.62182,-96.949539,21.0,5.0,22.0,1.8,22.0,14.0,64.8,FALSE,153796,MH779498
Breeniome,11753,3099.0,Nassau County,2011.0,7.769600471140455,"Stable, normal stage",173.91518264840184,7.55719178082192,0.1840547945205465,40.779001,-73.53291,45.0,10.8,48.0,3.9,47.0,31.0,64.8,FALSE,154434,KF006817
Breezic,51106,852.0,Woodbury County,2019.0,7.769577996574205,Not applicable,176.64840182648402,3.3783105022831053,0.3097808219178294,42.455574,-96.328776,65.0,18.7,83.0,5.9,67.0,47.0,58.9,FALSE,76057,MT114160
Breezona,02301,4908.0,Plymouth County,2011.0,7.769351518631227,Not applicable,167.00171232876713,6.214840182648403,0.2230684931507084,42.063572,-71.022925,59.0,15.9,71.0,5.3,61.0,42.0,58.9,TRUE,76652,KC691254
Brent,19008,3132.0,Delaware County,2014.0,7.769110498868798,,176.79235159817352,7.065525114155253,0.1739178082191798,39.96043,-75.36064,45.0,10.8,48.0,3.9,47.0,31.0,63.4,FALSE,49879,KT365401
Breylor17,43210,6102.0,Franklin County,2017.0,7.767936808915781,Falling stage,171.3874429223744,6.369520547945205,0.2559452054794956,40.004751,-83.010869,13.0,3.1,14.0,1.1,13.0,9.0,49.9,FALSE,57822,MH450115
Bri160,,,,,,,195.16518264840184,-1.4984132420091318,0.3083835616438892,40.242868,-111.655214,39.0,9.3,42.0,3.4,41.0,27.0,68.6,FALSE,17442,MT521990
Bricole,23454,1970.0,,2014.0,7.773299531471717,,187.11586757990867,10.910616438356163,0.1211506849315058,36.855833,-76.053,57.0,14.9,67.0,5.1,59.0,40.0,61.6,FALSE,81128,KT591491
Bridgette,15260,,Allegheny County,2017.0,7.7732196256549235,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.445278,-79.953611,35.0,8.4,37.0,3.0,37.0,24.0,65.1,TRUE,43113,MH834603
BritBrat,15213,14474.0,Allegheny County,2015.0,7.773069021199398,"Stable, normal stage",166.06221461187215,6.1813470319634725,0.20728767123284966,40.44539,-79.960189,35.0,8.4,37.0,3.0,37.0,24.0,65.0,TRUE,55524,KU998233
Briton15,21228,3070.0,Baltimore County,2015.0,7.773069021199398,,180.49235159817349,7.419178082191781,0.17175342465754556,39.255,-76.713611,34.0,8.1,36.0,2.9,36.0,23.0,63.7,TRUE,53032,MN585999
Brocalys,07043,4671.0,Essex County,2013.0,7.771070231525675,,171.08047945205482,6.804680365296804,0.1824931506849266,40.865264,-74.195513,42.0,10.0,45.0,3.6,44.0,29.0,61.8,TRUE,54751,KU865302
Bromden,48188,2275.0,Wayne County,2017.0,7.766520213562645,Falling stage,166.43207762557074,5.13,0.3012876712328915,42.2896,-83.4289,30.0,7.2,32.0,2.6,31.0,21.0,58.2,TRUE,70183,MH576973
Broseidon,63112-0040,,,2011.0,7.766731072219289,Falling stage,181.73047945205482,7.855136986301369,0.16241095890411614,38.643055,-90.301944,38.0,9.1,41.0,3.3,40.0,26.0,63.9,TRUE,51374,KX808130
BrownCNA,30680,413.0,Barrow County,2013.0,7.765741685323023,Falling stage,196.8102739726028,10.171917808219176,0.1445205479452121,33.96269,-83.70152,51.0,12.1,55.0,4.5,54.0,36.0,68.9,FALSE,71214,KT270441
Brownie5,49277,103.0,Jackson County,2016.0,7.765711054580795,Not applicable,164.59737442922375,4.323173515981735,0.3098904109589391,42.38,-84.44,27.0,6.4,29.0,2.3,28.0,18.0,69.0,FALSE,67497,MN586045
BruceLethal,,,Los Angeles County,2012.0,7.831126444767905,Not applicable,226.7365296803653,8.049885844748859,0.13852054794521435,34.065,-118.4425,42.0,10.0,45.0,3.6,44.0,29.0,54.0,FALSE,29249,KR347352
Bruin,91745,4217.0,Los Angeles County,2008.0,7.762945343471043,,226.13744292237442,6.503995433789954,0.13208219178080055,34.0,-118.0,42.0,10.0,45.0,3.6,44.0,29.0,63.0,TRUE,74210,KF562099
Bruiser,01063,11081.0,Hampshire County,2011.0,7.762860116054176,Not determined,164.99885844748854,4.5856164383561655,0.2681643835616319,42.320269,-72.636763,38.0,9.1,41.0,3.3,40.0,26.0,63.9,TRUE,51374,KY083060
Brujita,22003,4501.0,Fairfax County,2004.0,7.759811708712911,,180.0123287671233,7.971232876712329,0.14854794520545173,38.859494,-77.2332,47.0,11.2,50.0,4.1,49.0,32.0,66.8,TRUE,47057,FJ168659
Brunswick,,,,,,,247.6672374429224,1.4961187214611873,0.2256164383561865,31.707674,-106.3858,56.0,14.4,65.0,5.0,58.0,39.0,49.9,FALSE,58216,
Brusacoram,55811,403.0,Saint Louis County,2014.0,7.759629880873429,Not applicable,158.26780821917808,0.9578767123287673,0.3918356164383128,46.816944,-92.10195,17.0,4.0,18.0,1.4,18.0,11.0,67.0,TRUE,47618,KT347313
BrutonGaster,89521,335.0,Washoe County,2017.0,7.759654023435861,"Stable, high stage",215.4541095890411,-1.839383561643836,0.20405479452056693,39.4306,-119.7391,25.0,6.0,27.0,2.2,26.0,17.0,61.5,TRUE,91510,MK524501
BryanRecycles,76209,3670.0,Denton County,2016.0,7.760372989867383,"Stable, normal stage",208.52066210045663,10.775228310502284,0.16802739726028745,33.227837,-97.130108,42.0,10.0,45.0,3.6,44.0,29.0,65.9,TRUE,50066,MF541404
Bryce,15260,,Allegheny County,2014.0,7.760160568838593,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.44433400000001,-79.953067,35.0,8.4,37.0,3.0,37.0,24.0,58.8,TRUE,46347,MH271294
Bryler,99258,,Spokane County,2014.0,7.760153688579228,"Stable, high stage",160.9194063926941,1.7452054794520548,0.29493150684927943,47.667074,-117.402995,13.0,3.1,14.0,1.1,13.0,9.0,66.1,TRUE,57666,MN369762
Brylie,27411,,Guilford County,2017.0,7.75983393284908,,188.952397260274,8.9513698630137,0.1366301369862883,36.078801,-79.77379499999998,38.0,9.1,41.0,3.3,40.0,26.0,67.3,TRUE,49870,MK376958
BubbaBear,66502,191.0,Riley County,2018.0,7.760050300762093,"Stable, high stage",188.35228310502282,6.428847031963465,0.20923287671234891,39.195682,-96.575696,24.0,5.7,25.0,2.1,25.0,16.0,66.6,FALSE,41814,MK814753
Bubbles123,75054,930.0,Tarrant County,2012.0,7.760774689957778,"Stable, normal stage",202.95810502283103,11.542328767123283,0.14671232876711576,32.588889,-97.041944,38.0,9.1,41.0,3.3,40.0,26.0,61.4,TRUE,57647,KY348865
Buck,98505,,Thurston County,2016.0,7.760153345643947,Not applicable,142.46495433789954,6.981449771689508,0.08465753424658291,47.0734,-122.9735,14.0,3.3,15.0,1.2,14.0,9.0,63.0,TRUE,76688,MN586043
Bud,18015,1546.0,Northampton County,2017.0,7.760157536395112,"Stable, normal stage",170.40079908675796,6.190639269406392,0.17032876712327946,40.607,-75.372,42.0,10.0,45.0,3.6,44.0,29.0,63.8,TRUE,51304,MK524514
Buggaboo,29403,3897.0,Charleston County,2016.0,7.760032166780231,,199.05627853881282,15.504337899543385,0.08495890410960122,32.786603,-79.93629399999998,44.0,10.5,47.0,3.8,46.0,30.0,65.6,FALSE,68626,MH779499
Bugsy,20147,2721.0,Loudoun County,2012.0,7.7590310337664254,,178.2376712328767,7.329452054794522,0.2012328767123428,39.071353,-77.462942,45.0,10.8,48.0,3.9,47.0,31.0,63.2,TRUE,49937,MN585998
Bullzi2019,,,,,,,218.20011415525119,19.958561643835615,0.14520547945206402,27.0595,-80.1364,18.0,4.3,19.0,1.5,19.0,12.0,68.8,FALSE,17143,MT498067
Bumble,,,,,,,191.01073059360732,10.786872146118727,0.16175342465754886,34.7632,-86.8327,56.0,14.4,65.0,5.0,58.0,39.0,70.4,None,49500,MT498055
Bumblebee11,30043,2467.0,Gwinnett County,2015.0,7.757379064872402,Not applicable,,,,,,,,,,,,63.7,TRUE,51273,MK494115
Bunker,,,,,,,166.06221461187215,6.1813470319634725,0.20728767123284966,40.4459,-79.9629,35.0,8.4,37.0,3.0,37.0,24.0,67.1,TRUE,45508,
Bunnies,30043,2467.0,Gwinnett County,2013.0,7.755608150306588,Falling stage,198.9817351598174,10.217808219178082,0.14726027397261876,34.025,-83.944,53.0,13.0,59.0,4.7,55.0,37.0,67.1,TRUE,48822,MN096356
Burger,71998,8883.0,Clark County,2013.0,7.755403538374593,,193.1207762557077,12.091095890410955,0.1545753424657545,34.127526,-93.050262,29.0,6.9,31.0,2.5,30.0,20.0,63.9,TRUE,51371,KU985094
Burnsey,27514,1653.0,Orange County,2018.0,7.754385985019818,Not applicable,191.034589041096,10.032077625570775,0.1411780821917578,35.947415,-79.02675699999998,50.0,12.0,54.0,4.4,53.0,35.0,60.3,FALSE,46185,
Burro,,,Pierce County,2017.0,7.7541079186547535,,162.0890410958904,1.727054794520548,0.3769863013698649,44.70076,-92.6608,21.0,5.0,22.0,1.8,22.0,14.0,64.3,None,54473,MH825698
Burrough,50013,,Story County,2017.0,7.754192938651447,Not applicable,175.29086757990868,3.6403424657534256,0.24652054794525344,42.0237,-93.6397,17.0,4.0,18.0,1.4,18.0,11.0,64.8,FALSE,155885,MK112534
Burton,49316,353.0,Kent County,2013.0,7.754627560814441,,163.22328767123287,4.471461187214612,0.3497260273972852,42.83599,-85.630596,26.0,6.2,28.0,2.2,27.0,18.0,63.6,TRUE,52607,
BurtonThePup,20815,5355.0,Montgomery County,2016.0,7.752777759365352,,181.41632420091324,7.6829908675799095,0.1470684931506652,38.9693,-77.0789,47.0,11.2,50.0,4.1,49.0,32.0,68.8,FALSE,17445,MH045557
Burwell21,28274,,Mecklenburg County,2017.0,7.754958477651327,,195.1027397260274,9.98607305936073,0.12728767123286594,35.188694,-80.832162,46.0,11.0,49.0,4.0,48.0,32.0,61.5,TRUE,58098,MH651169
Busephilis,73025,220.0,Oklahoma County,2017.0,7.755053904951668,"Stable, normal stage",204.01004566210045,7.810616438356162,0.2062739726027505,35.713611,-97.551111,60.0,16.3,73.0,5.4,62.0,43.0,68.8,FALSE,52986,MK977698
Bustleton,19115,5915.0,Philadelphia County,2018.0,7.754241617204034,Not applicable,175.3529680365297,7.084132420091324,0.17734246575343726,40.097566,-75.025998,45.0,10.8,48.0,3.9,47.0,31.0,64.4,FALSE,39184,MK814762
Butterball,15213,14474.0,Allegheny County,2017.0,7.754184023141493,"Stable, normal stage",166.06221461187215,6.1813470319634725,0.20728767123284966,40.444383,-79.96066400000002,35.0,8.4,37.0,3.0,37.0,24.0,58.9,FALSE,77511,MK433267
Butters,19152,11811.0,Philadelphia County,2011.0,7.7527745484570065,Not applicable,174.56689497716891,7.551826484018265,0.1734794520548089,40.06067,-75.04660799999998,67.0,19.7,87.0,6.1,69.0,48.0,65.8,TRUE,41491,KC576783
Butterscotch,15260,,Allegheny County,2005.0,7.759833335277246,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.444259,-79.953213,35.0,8.4,37.0,3.0,37.0,24.0,59.7,FALSE,64562,FJ168660
Buttons,04658,56.0,Washington County,2014.0,,,159.21175799086757,4.164497716894977,0.2743835616437935,44.555822,-67.86397099999999,33.0,7.9,35.0,2.9,34.0,23.0,63.7,TRUE,49420,MN119377
Buttrmlkdreams,736300,,肃北蒙古族自治县 (Subei),,,,188.35228310502282,6.428847031963465,0.20923287671234891,39.1934,-96.5965,24.0,5.7,25.0,2.1,25.0,16.0,60.4,FALSE,45999,
BuzzLyseyear,43210,6102.0,Franklin County,2013.0,7.752650272234758,Not applicable,171.3874429223744,6.369520547945205,0.2559452054794956,40.001674,-83.013416,13.0,3.1,14.0,1.1,13.0,9.0,61.1,TRUE,59419,KM347889
Bxb1,10464,1295.0,Bronx County,1990.0,7.749486772488066,Not determined,169.9731735159817,6.476141552511415,0.12989041095887233,40.84,-73.78,21.0,5.0,22.0,1.8,22.0,14.0,63.6,TRUE,50550,AF271693
Bxz1,10460,43567.0,Bronx County,1990.0,7.746457083483772,Not determined,172.93196347031963,7.102625570776255,0.1504657534246333,40.84,-73.87,30.0,7.2,32.0,2.6,31.0,21.0,64.8,FALSE,156102,AY129337
Bxz2,10460,43567.0,Bronx County,1990.0,7.746457083483772,Not determined,172.93196347031963,7.102625570776255,0.1504657534246333,40.84,-73.87,30.0,7.2,32.0,2.6,31.0,21.0,64.2,TRUE,50913,AY129332
ByChance,19104,17232.0,Philadelphia County,2017.0,7.744973642401267,Not applicable,174.26518264840183,7.510844748858447,0.13728767123286073,39.9484,-75.20905,67.0,19.7,87.0,6.1,69.0,48.0,61.3,TRUE,53123,MH399771
Byougenkin,,,Miami-Dade County,2015.0,7.7450286495692575,Not applicable,223.5103881278539,20.966438356164385,0.028000000000003283,25.42,-80.17,29.0,6.9,31.0,2.5,30.0,20.0,61.4,TRUE,54685,MH155866
CGermain,19118,3075.0,Philadelphia County,2017.0,7.7442620273817075,Not applicable,177.51518264840183,6.8054794520547945,0.2167945205479716,40.0867,-75.2286,55.0,14.0,63.0,4.9,57.0,39.0,60.1,FALSE,15556,MH576950
CLED96,30314,4716.0,Fulton County,2015.0,7.7378652451548575,Not applicable,199.52751141552508,10.476940639269406,0.1290410958903956,33.746,-84.413,51.0,12.1,55.0,4.5,54.0,36.0,66.7,TRUE,41456,MH001456
CREW,63105,6647.0,Saint Louis County,2008.0,7.732506174847436,Falling stage,180.06141552511414,7.602853881278539,0.1534794520547796,38.636111,-90.32075,40.0,9.6,43.0,3.5,42.0,28.0,66.6,TRUE,59707,KY380102
Cabrinians,10040,111184.0,New York County,2012.0,7.747151293236276,,172.4615296803653,6.90109589041096,0.1179726027397542,40.857999,-73.93562,21.0,5.0,22.0,1.8,22.0,14.0,61.2,TRUE,56669,KT895281
Cactojaque,20009,36495.0,Washington,2018.0,7.767505145714281,,183.91632420091324,7.457762557077626,0.1584657534246516,38.919722,-77.019444,47.0,11.2,50.0,4.1,49.0,32.0,64.6,FALSE,154918,MN428065
Cactus,30314,4716.0,Fulton County,2011.0,7.744066895435983,"Stable, low stage",199.52751141552508,10.476940639269406,0.1290410958903956,33.748326,-84.414507,51.0,12.1,55.0,4.5,54.0,36.0,63.0,TRUE,75603,
CactusJack,75602,475.0,Gregg County,2018.0,7.743685390381162,,199.6557077625571,11.948515981735161,0.13501369863011378,32.4654,-94.7273,33.0,7.9,35.0,2.9,34.0,23.0,67.3,TRUE,48222,MN892484
CactusRose,85716-5400,,Pima County,2015.0,7.743829132011287,"Stable, normal stage",244.66529680365286,1.9303881278538841,0.19643835616441466,32.215833,-110.908,34.0,8.1,36.0,2.9,36.0,23.0,63.8,TRUE,52659,KX683876
Caelakin,55811,403.0,Saint Louis County,2013.0,7.743691912146707,"Stable, normal stage",158.26780821917808,0.9578767123287673,0.3918356164383128,46.815,-92.104,17.0,4.0,18.0,1.4,18.0,11.0,63.9,TRUE,51374,KT716493
Caelum,,,Lackawanna County,2014.0,7.743357310795197,Not applicable,163.4439497716895,4.765410958904108,0.27783561643837146,41.40897,-75.662415,34.0,8.1,36.0,2.9,36.0,23.0,67.0,TRUE,50374,MK524524
Cain,99258,,Spokane County,2014.0,7.743351473135044,"Stable, high stage",160.9194063926941,1.7452054794520548,0.29493150684927943,47.667363,-117.401673,13.0,3.1,14.0,1.1,13.0,9.0,66.3,TRUE,60813,MF324913
Cali,95050,6808.0,Santa Clara County,2003.0,7.743321841096482,Not applicable,217.41073059360733,7.850114155251143,0.1439178082191885,37.355149,-121.954765,17.0,4.0,18.0,1.4,18.0,11.0,64.7,FALSE,155372,EU826471
Caliburn,76051,1258.0,Tarrant County,2014.0,7.7450165385017,"Stable, normal stage",204.8296803652968,11.046803652968038,0.16104109589042606,32.887056,-97.094472,38.0,9.1,41.0,3.3,40.0,26.0,66.2,TRUE,49949,KT152029
Calix,,,Allegheny County,2017.0,7.744969864284855,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.44277,-79.956343,35.0,8.4,37.0,3.0,37.0,24.0,63.4,FALSE,41555,MN234163
CallieOMalley,01060,1400.0,Hampshire County,2016.0,7.744936129677048,Not applicable,164.99885844748854,4.5856164383561655,0.2681643835616319,42.31971400000001,-72.637491,38.0,9.1,41.0,3.3,40.0,26.0,61.2,FALSE,43862,MK112535
CamL,20001,17689.0,Washington,2017.0,7.746028501727397,,183.91632420091324,7.457762557077626,0.1584657534246516,38.91778,-77.01694,47.0,11.2,50.0,4.1,49.0,32.0,66.5,FALSE,68650,MK279843
Cambiare,15260,,Allegheny County,2014.0,7.744762412001848,"Stable, normal stage",,,,,,,,,,,,68.8,TRUE,45161,KR080198
Camille,15213,14474.0,Allegheny County,2017.0,7.744716022990452,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.4392,-79.95694,35.0,8.4,37.0,3.0,37.0,24.0,56.3,None,53097,MH153800
Camri,24063,,Montgomery County,2017.0,7.745804809713569,,179.90068493150685,6.629394977168947,0.17419178082193765,37.23272100000001,-80.409856,46.0,11.0,49.0,4.0,48.0,32.0,66.6,TRUE,41901,MK919475
Camster,,,,,,,214.52488584474887,18.419977168949767,0.03035616438356561,27.4418,-97.2439,25.0,6.0,27.0,2.2,26.0,17.0,67.2,TRUE,47149,
Candle,35473,593.0,Tuscaloosa County,2018.0,7.745729019588272,,199.581392694064,12.507191780821914,0.13939726027396782,33.259722,-87.610556,47.0,11.2,50.0,4.1,49.0,32.0,56.0,FALSE,71390,MK757446
Cane17,34560,,Sumter County,2017.0,7.745708202114296,,200.14109589041092,12.889840182648404,0.1641643835616572,32.698678,-88.26789699999998,18.0,4.3,19.0,1.5,19.0,12.0,64.6,FALSE,160330,MH697579
Cannibal,04756,188.0,Aroostook County,,,,147.03002283105022,0.3415525114155251,0.4743561643835105,47.3559,-68.3247,53.0,13.0,59.0,4.7,55.0,37.0,66.4,FALSE,68753,MK112536
Canowicakte,19087-3305,,Delaware County,2015.0,7.7457390472149505,Not applicable,176.94942922374432,6.740182648401826,0.17745205479453266,40.014167,-75.39361099999998,55.0,14.0,63.0,4.9,57.0,39.0,61.2,FALSE,43914,MF140400
Cantare,15213,14474.0,Allegheny County,2016.0,7.74571333374655,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.438178,-79.951861,35.0,8.4,37.0,3.0,37.0,24.0,52.9,None,90743,MK016493
CapnMurica,15213,14474.0,Allegheny County,2013.0,7.745621684667348,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.442288,-79.940774,35.0,8.4,37.0,3.0,37.0,24.0,49.6,FALSE,58159,KU160641
Capricorn,42784,45.0,Hardin County,2014.0,7.745616804512004,,182.31449771689486,8.967465753424658,0.18816438356167564,37.482447,-85.905523,45.0,10.8,48.0,3.9,47.0,31.0,66.5,TRUE,59708,MK112537
CaptainKirk2,15213,14474.0,Allegheny County,2015.0,7.745520351186898,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.44574,-79.95371999999998,35.0,8.4,37.0,3.0,37.0,24.0,67.4,TRUE,47898,KX557274
CaptainTrips,35776,38.0,Marshall County,2012.0,7.745470933560346,Not applicable,193.12625570776257,10.391780821917807,0.1426849315068364,34.573975,-86.221176,56.0,14.4,65.0,5.0,58.0,39.0,61.5,TRUE,57328,KM652553
Carcharodon,,,Calhoun County,2013.0,7.745460627491484,"Stable, low stage",191.23915525114154,10.920696347031988,0.1485205479451879,33.85425,-85.67559,35.0,8.4,37.0,3.0,37.0,24.0,66.2,TRUE,43680,KM588359
